Date,Last Name,First Name,School,Sport,Class Year,Class Rank,Type,Partner,URL
01/24/2023,Taylor,Darius,Minnesota Golden Gophers,Football,2023,Senior,Collective,Dinkytown Athletes,https://twitter.com/dariustaylor_14/status/1617963490916044800
01/24/2023,Fleeks,Josh,Nebraska Cornhuskers,Football,2018,Senior,Collective,The 1890 Initiative,https://twitter.com/1890Initiative/status/1617916429222969346
01/24/2023,Pepper,Hank,Michigan State Spartans,Football,2021,Sophomore,Company,Buffalo Wild Wings,https://twitter.com/iamSauceGardner/status/1617887311781597187
01/24/2023,Stover,Cade,Ohio State Buckeyes,Football,2019,RedShirt Senior,Company,Clean Eatz,https://twitter.com/nilmanagement/status/1617942068709720064?s=20&t=uUpyeAyWmZ66sDbD4NszHg
01/23/2023,Allick,Bekka,Nebraska Cornhuskers,,2022,Freshman,Collective,The 1890 Initiative,https://twitter.com/1890initiative/status/1617659125680439297
01/23/2023,Tatum,Dillon,Michigan State Spartans,Football,2022,Freshman,Company,Ovation,https://www.instagram.com/p/CnwZ5KSOPvW/
01/23/2023,Kemp,Billy,Nebraska Cornhuskers,Football,2018,Senior,Collective,The 1890 Initiative,https://twitter.com/1890Initiative/status/1617517554783617025
01/23/2023,Carter,Ja'Had,Ohio State Buckeyes,Football,2019,Junior,Collective,The Foundation,https://twitter.com/TheFoundation1_/status/1617566306731016216?s=20&t=IYehkIyzZLKaqK-3ITb0Zw
01/23/2023,Dread,Myles,Penn State Nittany Lions,Basketball,2018,Senior,Company,Make Your Move,https://twitter.com/mylesd12_/status/1617698538477223939
01/23/2023,Lundy,Seth,Penn State Nittany Lions,Basketball,2019,Senior,Company,Make Your Move,https://twitter.com/llseth23/status/1617668259599486979
01/20/2023,Moody,Graham,Wisconsin Badgers,,2021,Sophomore,Company,Youth on Course,
01/20/2023,Furst,Caleb,Purdue Boilermakers,Basketball,2021,Sophomore,Company,Purdue Institute for Cancer Research,https://twitter.com/ethanmorton25/status/1616568214078750725
01/19/2023,Furst,Caleb,Purdue Boilermakers,Basketball,2021,Sophomore,Company,Trueblood Real Estate,https://twitter.com/calebfurst/status/1615914817059180544
01/19/2023,Sims,Jeff,Nebraska Cornhuskers,Football,2020,Sophomore,Collective,The 1890 Initiative,https://twitter.com/1890Initiative/status/1616055452143390720
01/18/2023,Jackson-Davis,Trayce,Indiana Hoosiers,Basketball,2019,Junior,Company,Campus Ink,
01/18/2023,Harkless,Jamarrion,Purdue Boilermakers,Football,2023,Senior,,,https://twitter.com/nil_athlete/status/1615748600629182465
01/18/2023,Moore,Braedyn,Wisconsin Badgers,Football,2023,Senior,Company,Lifestyle Bands,https://twitter.com/BraedynMoore/status/1615685454606614528
01/18/2023,Scott,Ben,Nebraska Cornhuskers,Football,2019,RedShirt Junior,Collective,The 1890 Initiative,https://twitter.com/1890initiative/status/1615693184960528384
01/18/2023,Edey,Zach,Purdue Boilermakers,Basketball,2020,Junior,Company,Campus Ink,https://www.on3.com/nil/news/zach-edey-purdue-boilermakers-basketball-nil-store-hockey-jersey/
01/17/2023,Longerbeam,Robert,Rutgers Scarlet Knights,Football,2020,Sophomore,Collective,Knights of The Raritan,https://twitter.com/RobLongerbeam7/status/1615417770799206400?s=20&t=kcyNVNgbCtC_vkvIUG2yTg
01/17/2023,Mulcahy,Paul,Rutgers Scarlet Knights,Basketball,2019,Senior,Collective,Knights of The Raritan,https://twitter.com/paulmulcahy_4/status/1615392876674035712?s=20&t=-TKD1r3hb2gptWJqBdf7ug
01/17/2023,Smith,Braden,Purdue Boilermakers,Basketball,2022,Freshman,Company,Trueblood Real Estate,https://twitter.com/3bradensmith/status/1615397860224139276
01/17/2023,Thompson,Casey,Nebraska Cornhuskers,Football,2018,RedShirt Junior,Collective,The 1890 Initiative,https://twitter.com/1890initiative/status/1615335723015495682
01/17/2023,Reese,Arvell,Ohio State Buckeyes,Football,2023,Senior,Company,VerifiedInk,https://verifiedink.us/drops/125
01/16/2023,Long,Chris,Rutgers Scarlet Knights,Football,2020,Sophomore,Collective,Knights of The Raritan,https://twitter.com/Wakeemupchris/status/1615057274170445848?s=20&t=vGfUL6gyqQD2NRUtNwckGg
01/16/2023,Simpson,Derek,Rutgers Scarlet Knights,Basketball,2022,Freshman,Collective,Knights of The Raritan,https://twitter.com/derek_simp/status/1615042108158509074?s=20&t=yAmknH5aURQ7bUhQu221vA
01/15/2023,Jones,Caleb,Indiana Hoosiers,Football,2017,RedShirt Senior,Company,VerifiedInk,
01/15/2023,Adams,Isaiah,Illinois Fighting Illini,Football,2020,Junior,Collective,Illini Guardians,https://twitter.com/IAdams56/status/1614717749799821313
01/15/2023,Bristow,Hevynne,Ohio State Buckeyes,,2019,Senior,Company,Boosted Biz,https://www.instagram.com/p/Cnc9naqLSMm/
01/13/2023,Mendelson,Maggie,Nebraska Cornhuskers,,2022,Freshman,Collective,The 1890 Initiative,https://twitter.com/1890Initiative/status/1613931195623956482
01/12/2023,Jennings,Deion,Rutgers Scarlet Knights,Football,2018,RedShirt Junior,Collective,Knights of The Raritan,https://twitter.com/DLJ_era/status/1613606656310386688
01/12/2023,Batenhorst,Ally,Nebraska Cornhuskers,,2021,Freshman,Collective,The 1890 Initiative,https://twitter.com/1890Initiative/status/1613613332421804065
01/12/2023,Rodriguez,Lexi,Nebraska Cornhuskers,,2021,Sophomore,Collective,The 1890 Initiative,https://twitter.com/1890Initiative/status/1613534536528285698
01/12/2023,Krause,Lindsay,Nebraska Cornhuskers,,2021,Junior,Collective,The 1890 Initiative,https://twitter.com/1890Initiative/status/1613550670765850624
01/12/2023,Smith,Braden,Purdue Boilermakers,Basketball,2022,Freshman,Company,Westfield Basketball,https://twitter.com/WHSRocksBball/status/1613680437678817282
01/11/2023,Sonier,Ali,Minnesota Golden Gophers,,2018,Senior,Company,College Thread,https://collegethread.com/search?q=sonier&type=product%2Carticle%2Cpage
01/11/2023,Sonier,Ali,Minnesota Golden Gophers,,2018,Senior,Collective,Dinkytown Athletes,https://twitter.com/alisonier/status/1612979079774441472
01/11/2023,Hartford,Malik,Ohio State Buckeyes,Football,2023,Freshman,Company,VerifiedInk,https://verifiedink.us/drops/79
01/10/2023,Mathews,Jermaine,Ohio State Buckeyes,Football,2023,Freshman,Collective,The Foundation,
01/10/2023,Hartford,Malik,Ohio State Buckeyes,Football,2023,Freshman,Collective,The Foundation,
01/10/2023,Thurman,Jelani,Ohio State Buckeyes,Football,2023,Freshman,Collective,The Foundation,
01/10/2023,Rogers,Noah,Ohio State Buckeyes,Football,2023,Freshman,Collective,The Foundation,
01/10/2023,Tate,Carnell,Ohio State Buckeyes,Football,2023,Freshman,Collective,The Foundation,
01/09/2023,Heide,Camden,Purdue Boilermakers,Basketball,2022,Freshman,Company,Nine Irish Brothers,https://twitter.com/CamdenHeide/status/1612657738957422592
01/09/2023,Williams,Miyan,Ohio State Buckeyes,Football,2020,Junior,Collective,The Foundation,https://twitter.com/TheFoundation1_/status/1612608535040331776/photo/1
01/09/2023,Gillis,Mason,Purdue Boilermakers,Basketball,2019,RedShirt Junior,Company,Nine Irish Brothers,https://twitter.com/GillisMason/status/1612600159787159554
01/07/2023,Gardner,Jess,Nebraska Cornhuskers,,2019,Freshman,Company,Lou x Link Omaha,https://www.instagram.com/p/CnIF837OY-c/?hl=en
01/06/2023,Fleming,Julian,Ohio State Buckeyes,Football,2020,Junior,Company,REVIVYOU,https://www.instagram.com/p/CnDca-duyIH/
01/05/2023,Newsome,Quinton,Nebraska Cornhuskers,Football,2019,Junior,Collective,The 1890 Initiative,https://twitter.com/1890Initiative/status/1610657696033771521
01/05/2023,Farmer,Myles,Nebraska Cornhuskers,Football,2019,RedShirt Sophomore,Collective,The 1890 Initiative,https://twitter.com/1890Initiative/status/1610728581541265431
01/03/2023,Allen Jr.,Anthony,Nebraska Cornhuskers,Football,2022,Freshman,Collective,The 1890 Initiative,https://twitter.com/1890Initiative/status/1610369461311111174?s=20
01/03/2023,Corcoran,Turner,Nebraska Cornhuskers,Football,2020,Sophomore,Collective,The 1890 Initiative,https://twitter.com/1890Initiative/status/1610308270337531905
01/02/2023,Washington,Marcus,Nebraska Cornhuskers,Football,2019,Junior,Collective,The 1890 Initiative,https://twitter.com/1890Initiative/status/1610007628364775424
01/02/2023,Prochazka,Teddy,Nebraska Cornhuskers,Football,2021,RedShirt Freshman,Collective,The 1890 Initiative,https://twitter.com/1890initiative/status/1609970355786883075
01/02/2023,Zinter,Zak,Michigan Wolverines,Football,2020,Junior,Company,Telemus,https://www.prnewswire.com/news-releases/telemus-announces-nil-deal-with-university-of-michigan-football-301711433.html
01/02/2023,Keegan,Trevor,Michigan Wolverines,Football,2019,Senior,Company,Telemus,https://www.prnewswire.com/news-releases/telemus-announces-nil-deal-with-university-of-michigan-football-301711433.html
01/02/2023,El-Hadi,Giovanni,Michigan Wolverines,Football,2021,Sophomore,Company,Telemus,https://www.prnewswire.com/news-releases/telemus-announces-nil-deal-with-university-of-michigan-football-301711433.html
01/02/2023,Hayes,Ryan,Michigan Wolverines,Football,2018,RedShirt Senior,Company,Telemus,https://www.prnewswire.com/news-releases/telemus-announces-nil-deal-with-university-of-michigan-football-301711433.html
12/31/2022,Robinson,Ty,Nebraska Cornhuskers,Football,2019,RedShirt Sophomore,Collective,The 1890 Initiative,https://twitter.com/1890initiative/status/1608879491383984129
12/31/2022,Reimer,Luke,Nebraska Cornhuskers,,2019,Junior,Collective,The 1890 Initiative,https://twitter.com/1890initiative/status/1608912804593176576
12/31/2022,Henrich,Nick,Nebraska Cornhuskers,Football,2019,RedShirt Sophomore,Collective,The 1890 Initiative,https://twitter.com/1890initiative/status/1609212523538157568
12/31/2022,Grant,Anthony,Nebraska Cornhuskers,Football,2018,RedShirt Junior,Collective,The 1890 Initiative,https://twitter.com/1890Initiative/status/1609284097003716611
12/30/2022,McCarthy,J.J.,Michigan Wolverines,Football,2021,Sophomore,Company,Bose,https://www.instagram.com/p/Cmxfgw5IMCA/
12/28/2022,Leal,Anthony,Indiana Hoosiers,Basketball,2020,Sophomore,Company,Millican Realty,https://twitter.com/anthonyl3al/status/1608149857159766017
12/27/2022,Tracy,Tyrone,Purdue Boilermakers,Football,2018,RedShirt Junior,Company,Cheez-It,
12/26/2022,Bryan,Hannah,Ohio State Buckeyes,,2020,Sophomore,Company,Life Wallet,https://twitter.com/JohnHRuiz/status/1605264610696781824
12/21/2022,Hood-Schifino,Jalen,Indiana Hoosiers,Basketball,2022,Freshman,Company,Bose,
12/19/2022,Omoruyi,Cliff,Rutgers Scarlet Knights,Basketball,2020,Junior,Company,IPZ,
12/19/2022,Colson,Junior,Michigan Wolverines,Football,2021,Sophomore,Company,Mike Morse Law Firm,https://twitter.com/855mikewins/status/1603808615189692416
12/19/2022,Jenkins,Kris,Michigan Wolverines,Football,2020,Junior,Company,Mike Morse Law Firm,https://twitter.com/855mikewins/status/1603808615189692416
12/19/2022,Keegan,Trevor,Michigan Wolverines,Football,2019,Senior,Company,Mike Morse Law Firm,https://twitter.com/855mikewins/status/1603808615189692416
12/19/2022,King,Kalen,Penn State Nittany Lions,Football,2021,Sophomore,Company,Inch & Co.,https://inchandco.com/2022/12/16/four-penn-state-football-players-sign-nil-deal-with-inch-co/
12/19/2022,Allar,Drew,Penn State Nittany Lions,Football,2022,Freshman,Company,Inch & Co.,https://inchandco.com/2022/12/16/four-penn-state-football-players-sign-nil-deal-with-inch-co/
12/16/2022,Hicks,C.J.,Ohio State Buckeyes,Football,2022,Freshman,Company,Reebok,https://www.instagram.com/reel/CmPeNNzumLV/?utm_source=ig_web_copy_link
12/15/2022,McCaffery,Connor,Iowa Hawkeyes,Basketball,2017,RedShirt Senior,Collective,The Swarm Collective,https://twitter.com/IowaSwarm/status/1603423799235547137
12/15/2022,McCaffery,Pat,Iowa Hawkeyes,Basketball,2019,RedShirt Junior,Collective,The Swarm Collective,https://twitter.com/IowaSwarm/status/1603423799235547137/
12/15/2022,Bostick,Jacob,Iowa Hawkeyes,Football,2022,Freshman,Collective,The Swarm Collective,https://twitter.com/IowaSwarm/status/1603426090151731200
12/15/2022,Crawford,Caden,Iowa Hawkeyes,Football,2022,Freshman,Collective,The Swarm Collective,https://twitter.com/IowaSwarm/status/1603426090151731200
12/15/2022,Richman,Mason,Iowa Hawkeyes,Football,2020,RedShirt Sophomore,Collective,The Swarm Collective,https://twitter.com/IowaSwarm/status/1603426090151731200
12/15/2022,Myslinski,Michael,Iowa Hawkeyes,Football,2021,RedShirt Freshman,Collective,The Swarm Collective,https://twitter.com/IowaSwarm/status/1603426090151731200
12/15/2022,Sullivan,Justice,Iowa Hawkeyes,Football,2021,RedShirt Freshman,Collective,The Swarm Collective,https://twitter.com/justicesulliv11/status/1603417269282947080
12/15/2022,Hunter,Eric,Purdue Boilermakers,Basketball,2018,Senior,Company,Keep Indianapolis Beautiful,https://www.allgooddawgs.org/ambassadors
12/13/2022,Henderson,TreVeyon,Ohio State Buckeyes,Football,2021,Sophomore,Company,GenWealthOne,https://www.instagram.com/p/CmFukgssB-N/
12/12/2022,Evans,Omari,Penn State Nittany Lions,Football,2022,Freshman,Collective,Success with Honor,https://twitter.com/_realmar13/status/1602311337564160002?s=20&t=kEJx6WwVscHc2-d4UX9I4g
12/12/2022,Allar,Drew,Penn State Nittany Lions,Football,2022,Freshman,Collective,Success with Honor,https://twitter.com/AllarDrew/status/1602333742927847425?s=20&t=vlTGr9YXiu5N0juL1rg-Vg
12/10/2022,Tengwall,Landon,Penn State Nittany Lions,Football,2021,RedShirt Freshman,Collective,Success with Honor,https://twitter.com/landon_tengwall/status/1601687679531618304?s=20&t=kEJx6WwVscHc2-d4UX9I4g
12/09/2022,Ripley,King,Maryland Terrapins,,2020,Junior,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Cope,Chase,Maryland Terrapins,,2019,Senior,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Coffman,Joshua Coffman,Maryland Terrapins,,2019,Senior,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Carter,Abdul,Penn State Nittany Lions,Football,2022,Freshman,Company,Inch & Co.,https://twitter.com/1NCRDB1/status/1600941593166487554?s=20&t=T13QbO7pbgm7lIo2sZxjLQ
12/09/2022,Burlace,Colin,Maryland Terrapins,,2022,Freshman,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Koras,Jack,Maryland Terrapins,,2021,Sophomore,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Roche,Michael,Maryland Terrapins,,2020,Junior,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Maltz,Daniel,Maryland Terrapins,,2020,Junior,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Wicks,Alex,Maryland Terrapins,,2021,Sophomore,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,McDonald,Jack,Maryland Terrapins,,2021,Sophomore,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Koras,Charlie,Maryland Terrapins,,2022,Freshman,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Kelly,Daniel,Maryland Terrapins,,2021,Sophomore,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Geppert,John,Maryland Terrapins,,2019,Senior,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Siracusa,Ryan,Maryland Terrapins,,2020,Junior,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Spanos,Eric,Maryland Terrapins,,2022,Freshman,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Tucker,Kevin,Maryland Terrapins,,2022,Freshman,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Makar,Brett,Maryland Terrapins,,2019,Senior,Collective,Hard Shell Collective,https://www.hardshellcollective.com/ourathletes
12/09/2022,Robinson,Demeioun,Penn State Nittany Lions,Football,2021,Sophomore,Company,Inch & Co.,https://twitter.com/1ncrdb1/status/1600941593166487554?s=42&t=G13YIeR6FWXMTAqUSat9MQ
12/09/2022,Fashanu,Olu,Penn State Nittany Lions,Football,2020,Sophomore,Company,Inch & Co.,https://twitter.com/1ncrdb1/status/1600941593166487554?s=42&t=G13YIeR6FWXMTAqUSat9MQ
12/08/2022,Sainristil,Mike,Michigan Wolverines,Football,2019,Senior,Company,Next Gen Camps,https://twitter.com/Trilllroman/status/1600212900827627520
12/08/2022,Corum,Blake,Michigan Wolverines,Football,2020,Junior,Company,Next Gen Camps,https://twitter.com/Trilllroman/status/1600212900827627520
12/08/2022,Wilson,Roman,Michigan Wolverines,Football,2020,Junior,Company,Next Gen Camps,https://twitter.com/Trilllroman/status/1600212900827627520
12/08/2022,Parrish,Sydney,Indiana Hoosiers,,2020,Junior,Company,Owen County State Bank,https://www.youtube.com/watch?v=eBcWNUU4tI0&t=3s
12/08/2022,Dixon,John,Penn State Nittany Lions,Football,2019,Junior,Collective,Success with Honor,https://twitter.com/JohnnyDixon_/status/1600848441852448769?s=20&t=kEJx6WwVscHc2-d4UX9I4g
12/07/2022,Tarburton,Nick,Penn State Nittany Lions,Football,2018,RedShirt Senior,Collective,Success with Honor,https://twitter.com/NickTarburton40/status/1600552945552183296?s=20&t=kEJx6WwVscHc2-d4UX9I4g
12/06/2022,Splittorff,Naomi,Purdue Boilermakers,,0,Freshman,Collective,Boilermaker Alliance,
12/06/2022,McFadden,Olivia,Purdue Boilermakers,,2021,Sophomore,Collective,Boilermaker Alliance,
12/06/2022,Sandlin,Logan,Purdue Boilermakers,,2019,Junior,Collective,Boilermaker Alliance,
12/06/2022,Roberts,Kerris,Purdue Boilermakers,,2019,Senior,Collective,Boilermaker Alliance,https://www.on3.com/nil/news/purdue-collective-boilermaker-alliance-signs-12-athletes-to-nil-deals-to-help-beat-hunger/
12/06/2022,Snoeberger,Peyton,Purdue Boilermakers,,2019,Senior,Collective,Boilermaker Alliance,https://www.on3.com/nil/news/purdue-collective-boilermaker-alliance-signs-12-athletes-to-nil-deals-to-help-beat-hunger/
12/06/2022,Kozlowski,Ashley,Purdue Boilermakers,,2020,Sophomore,Collective,Boilermaker Alliance,
12/06/2022,Thompson,Cam,Purdue Boilermakers,,2019,Junior,Collective,Boilermaker Alliance,
12/06/2022,Hood-Schifino,Jalen,Indiana Hoosiers,Basketball,2022,Freshman,Company,adidas,
12/06/2022,Jackson-Davis,Trayce,Indiana Hoosiers,Basketball,2019,Junior,Company,adidas,
12/05/2022,Wheatley,Zakee,Penn State Nittany Lions,Football,2021,RedShirt Freshman,Collective,Success with Honor,https://twitter.com/ZakeeWheatley/status/1599810089791021059?s=20&t=kEJx6WwVscHc2-d4UX9I4g
12/04/2022,Reed,Jaylen,Penn State Nittany Lions,Football,2021,Sophomore,Collective,Success with Honor,https://twitter.com/JaylenReed20/status/1599449781327495169?s=20&t=kEJx6WwVscHc2-d4UX9I4g
12/04/2022,Cross,Jerry,Penn State Nittany Lions,Football,2022,Freshman,Collective,Success with Honor,https://twitter.com/thejerrycross/status/1599437785345101824?s=20&t=kEJx6WwVscHc2-d4UX9I4g
12/04/2022,Saunders,Kaden,Penn State Nittany Lions,Football,2022,Freshman,Collective,Success with Honor,https://twitter.com/KSaunders03/status/1599481103198220288?s=20&t=kEJx6WwVscHc2-d4UX9I4g
12/03/2022,Seider,Jaden,Penn State Nittany Lions,,2019,RedShirt Junior,Collective,Success with Honor,https://twitter.com/JadenSeider/status/1599076874738552833?s=20&t=kEJx6WwVscHc2-d4UX9I4g
12/02/2022,Flowers,Mehki,Penn State Nittany Lions,Football,2022,Freshman,Collective,Success with Honor,https://twitter.com/datboykii/status/1598757046450470912?s=20&t=kEJx6WwVscHc2-d4UX9I4g
12/02/2022,Clary,Kanye,Penn State Nittany Lions,Basketball,2022,Freshman,Collective,Success with Honor,https://twitter.com/Kanyeclary/status/1598737273553653789?s=20&t=kEJx6WwVscHc2-d4UX9I4g
12/02/2022,Ellies,D'Von,Penn State Nittany Lions,Football,2019,RedShirt Junior,Collective,Success with Honor,https://twitter.com/llseth23/status/1598750458306232320?s=20&t=kEJx6WwVscHc2-d4UX9I4g
12/02/2022,King,Kalen,Penn State Nittany Lions,Football,2021,Sophomore,Collective,Success with Honor,https://twitter.com/KalenKing21__/status/1598832952569315328?s=20&t=kEJx6WwVscHc2-d4UX9I4g
12/01/2022,Randolph,Keith,Illinois Fighting Illini,Football,2019,RedShirt Sophomore,Company,Harrington Law,https://twitter.com/nil_store/status/1598357282735247360?s=20&t=HxO4gzTPnMCUZZgbzGiLFQ
12/01/2022,Newton,Jer'Zhan,Illinois Fighting Illini,Football,2020,RedShirt Sophomore,Company,Harrington Law,https://twitter.com/nil_store/status/1598357282735247360?s=20&t=HxO4gzTPnMCUZZgbzGiLFQ
11/30/2022,Hames,Nicklin,Nebraska Cornhuskers,,2019,Senior,Company,Scooter's Coffee,https://www.instagram.com/p/Clg5UjxJE9J/
11/30/2022,Lynn,Michael,Nebraska Cornhuskers,Football,2019,RedShirt Sophomore,Company,Pipeline Jerky,https://www.ketv.com/article/feeding-the-pipeline-company-supporting-husker-offensive-line-through-nil/42100393
11/30/2022,Anthony,Hunter,Nebraska Cornhuskers,Football,2018,RedShirt Junior,Company,Pipeline Jerky,https://www.ketv.com/article/feeding-the-pipeline-company-supporting-husker-offensive-line-through-nil/42100393
11/30/2022,Bando,Broc,Nebraska Cornhuskers,Football,2017,RedShirt Senior,Company,Pipeline Jerky,https://www.ketv.com/article/feeding-the-pipeline-company-supporting-husker-offensive-line-through-nil/42100393
11/30/2022,Corcoran,Turner,Nebraska Cornhuskers,Football,2020,Sophomore,Company,Pipeline Jerky,https://www.ketv.com/article/feeding-the-pipeline-company-supporting-husker-offensive-line-through-nil/42100393
11/30/2022,Prochazka,Teddy,Nebraska Cornhuskers,Football,2021,RedShirt Freshman,Company,Pipeline Jerky,https://www.ketv.com/article/feeding-the-pipeline-company-supporting-husker-offensive-line-through-nil/42100393
11/30/2022,Lutovsky,Henry,Nebraska Cornhuskers,Football,2021,RedShirt Freshman,Company,Pipeline Jerky,https://www.ketv.com/article/feeding-the-pipeline-company-supporting-husker-offensive-line-through-nil/42100393
11/30/2022,Piper,Ethan,Nebraska Cornhuskers,Football,2019,RedShirt Sophomore,Company,Pipeline Jerky,https://www.ketv.com/article/feeding-the-pipeline-company-supporting-husker-offensive-line-through-nil/42100393
11/30/2022,Benhart,Bryce,Nebraska Cornhuskers,Football,2019,RedShirt Sophomore,Company,Pipeline Jerky,https://www.ketv.com/article/feeding-the-pipeline-company-supporting-husker-offensive-line-through-nil/42100393
11/30/2022,Evans-Jenkins,Justin,Nebraska Cornhuskers,Football,2022,Freshman,Company,Pipeline Jerky,https://www.ketv.com/article/feeding-the-pipeline-company-supporting-husker-offensive-line-through-nil/42100393
11/29/2022,Parrish,Sydney,Indiana Hoosiers,,2020,Junior,Company,Compete Training Foundation,https://www.instagram.com/p/Clis2IdO-RG/
11/28/2022,Moten,RJ,Michigan Wolverines,Football,2020,Junior,Company,Nerf,https://twitter.com/AJHenning3/status/1597384194665349125
11/28/2022,Henning,A.J.,Michigan Wolverines,Football,2020,Junior,Company,Nerf,https://twitter.com/AJHenning3/status/1597384194665349125
11/22/2022,Fleming,Julian,Ohio State Buckeyes,Football,2020,Junior,Company,Rivals,https://twitter.com/julian_040/status/1595220819902447616/video/1
11/21/2022,All,Erick,Iowa Hawkeyes,Football,2019,Senior,Company,Kingdom Family Dentistry,https://twitter.com/eallindi83/status/1592320795963199488/video/1
11/21/2022,Williams,Miyan,Ohio State Buckeyes,Football,2020,Junior,Company,Kingdom Family Dentistry ,https://twitter.com/Miyannnn3/status/1592311331914674177
11/21/2022,Johnson,Will,Michigan Wolverines,Football,2022,Freshman,Company,eFuse,https://www.on3.com/nil/news/michigan-wolverines-ohio-state-football-esports-fortnite-rivalry-efuse-epic-games-nil/
11/21/2022,Wilson,Roman,Michigan Wolverines,Football,2020,Junior,Company,eFuse,https://www.on3.com/nil/news/michigan-wolverines-ohio-state-football-esports-fortnite-rivalry-efuse-epic-games-nil/
11/21/2022,Egbuka,Emeka,Ohio State Buckeyes,Football,2021,Sophomore,Company,eFuse,https://www.on3.com/nil/news/michigan-wolverines-ohio-state-football-esports-fortnite-rivalry-efuse-epic-games-nil/
11/21/2022,Williams,Tyleik,Ohio State Buckeyes,Football,2021,Sophomore,Company,eFuse,https://www.on3.com/nil/news/michigan-wolverines-ohio-state-football-esports-fortnite-rivalry-efuse-epic-games-nil/
11/21/2022,Tuimoloau,J.T.,Ohio State Buckeyes,Football,2021,Sophomore,Company,eFuse,https://www.on3.com/nil/news/michigan-wolverines-ohio-state-football-esports-fortnite-rivalry-efuse-epic-games-nil/
11/21/2022,Williams,Miyan,Ohio State Buckeyes,Football,2020,Junior,Company,eFuse,https://www.on3.com/nil/news/michigan-wolverines-ohio-state-football-esports-fortnite-rivalry-efuse-epic-games-nil/
11/19/2022,Henderson,TreVeyon,Ohio State Buckeyes,Football,2021,Sophomore,Company,Klarna,https://www.instagram.com/p/ClHz697O_ET/
11/18/2022,Harris,Rikki,Ohio State Buckeyes,,2019,RedShirt Junior,Company,Boosted Biz,https://www.instagram.com/p/ClCXCL0O9m-/
11/17/2022,DeJean,Cooper,Iowa Hawkeyes,Football,2021,Sophomore,Company,MidWestOne Bank,https://twitter.com/MidWestOne/status/1593258291609550856
11/17/2022,Gregorski,Liz,Wisconsin Badgers,,2019,Senior,Company,MoneyLion,
11/17/2022,Williams,Miyan,Ohio State Buckeyes,Football,2020,Junior,Company,MoneyLion,
11/17/2022,Jones,Ava,Iowa Hawkeyes,,2023,Senior,Company,RAYGUN,https://mobile.twitter.com/RAYGUNshirts/status/1593384239323561984
11/16/2022,Wilson,Roman,Michigan Wolverines,Football,2020,Junior,Company,Activision,https://www.on3.com/nil/news/crash-bandicoot-activision-sign-six-athletes-nil-deals-dorian-thompson-robinson-mogl-marketplace/
11/16/2022,Jackson,Tayven,Indiana Hoosiers,Football,2022,Freshman,Company,ZIPS Car Wash,https://www.on3.com/nil/news/zips-car-wash-nil-deals-convos-athletes-learfield-north-carolina-tennessee-arkansas/
11/15/2022,Gyamfi,Jada,Iowa Hawkeyes,,2022,Freshman,Collective,The Swarm Collective,https://twitter.com/jada_gyamfi/status/1592532170589220866
11/15/2022,Affolter,Sydney,Iowa Hawkeyes,,2021,Sophomore,Collective,The Swarm Collective,https://twitter.com/sydneyaffolter1/status/1592537649033928704
11/15/2022,Ediger,AJ,Iowa Hawkeyes,,2021,Sophomore,Collective,The Swarm Collective,https://twitter.com/Aj_ediger_bball/status/1592534675784085507
11/15/2022,McCabe,Taylor,Iowa Hawkeyes,,2022,Freshman,Collective,The Swarm Collective,https://twitter.com/_taylormccabe/status/1592537949698392064
11/15/2022,Feuerbach,Kylie,Iowa Hawkeyes,,2020,Junior,Collective,The Swarm Collective,https://twitter.com/KylieFeuerbach/status/1592541039524745216
11/15/2022,Stuelke,Hannah,Iowa Hawkeyes,,2022,Freshman,Collective,The Swarm Collective,https://twitter.com/StuelkeHannah/status/1592530937266438151
11/15/2022,"Mitchell, Jr.",Mike,Minnesota Golden Gophers,Basketball,2021,Sophomore,Company,VerifiedInk,https://verifiedink.us/drops/pepperdine
11/14/2022,Czinano,Monika,Iowa Hawkeyes,,2018,Senior,Company,RAYGUN,https://www.instagram.com/p/CkjfUQirpVU/
